movieid,title,genres,string_agg,feature
436494,突變獵殺,"['恐怖,驚悚,動作,劇情']",['Brock Kelly'],"突變獵殺 恐怖,驚悚,動作,劇情 眾人 學生 週末 樹林 遭一種 襲擊 "
436549,完全邪惡指南,['恐怖'],['Fatma Mohamed'],完全邪惡指南 恐怖 謊言 它們 傳述 媽咪 人魚 導演 
436816,貓咪收集之家,"['家庭,喜劇,劇情']",['Masahiro Toda'],"貓咪收集之家 家庭,喜劇,劇情 貓咪 低潮期 古宅 1900 超夯 手遊 "
436931,劇場版 精靈寶可夢 就決定是你了！,"['冒險,家庭,動畫,奇幻']",['Kenta Miyake'],"劇場版精靈寶可夢就決定是你了 冒險,家庭,動畫,奇幻 小智 皮卡丘 成為 寶可夢 進入 攻擊 "
436932,顎骨,"['動作,劇情']",['Ian McShane'],"顎骨 動作,劇情 拳擊 黑拳 吉米 少年 埃迪 伊恩 "
436969,自殺突擊隊：集結,"['奇幻,動作,冒險']",['Michael Rooker'],"自殺突擊隊集結 奇幻,動作,冒險 他們 超級 任務 華勒 反派 歡迎 "
436973,死亡之夜,['恐怖'],['Joy Osmanski'],死亡之夜 恐怖 詹姆斯 女子 凱西 帶著 兩個 奧勒岡 
436994,清醒夢,"['科幻,驚悚']",['Park In-hwan'],"清醒夢 科幻,驚悚 清醒 Lucid Dreaming 做夢 狀態 稱作 "
437029,愛情熱力學,"['愛情,喜劇']",['Daniel Sánchez Arévalo'],"愛情熱力學 愛情,喜劇 曼奈 Manel 模特兒 演員 艾蓮娜 Elena "
437035,設局,"['懸疑,驚悚,劇情,犯罪']",['Verónica Echegui'],"設局 懸疑,驚悚,劇情,犯罪 調查 島上 發現 當地 他們 破案 "
437036,命運小說家,['劇情'],['Adriana Paz'],命運小說家 劇情 創作 寫作 影帝 人生 角色 沼澤 
437068,我只是個計程車司機,"['劇情,動作,歷史']",['Jeon Hye-jin'],"我只是個計程車司機 劇情,動作,歷史 光州 萬燮 乘客 司機 計程車 外國 "
437078,沉默的目擊者,"['犯罪,劇情']",['Ryu Jun-yeol'],"沉默的目擊者 犯罪,劇情 泰山 美萊 擁有 每個 夢寐以求 金錢 "
437081,南漢山城,"['歷史,戰爭,劇情,動作']",['Kim Yoon-seok'],"南漢山城 歷史,戰爭,劇情,動作 朝鮮 清軍 熔爐 導演 東赫 李秉憲 "
437083,七年之夜,"['動作,驚悚,劇情']",['Jung In-gyeom'],"七年之夜 動作,驚悚,劇情 賢洙 英齊 復仇 水壩 村世靈湖 警衛 "
437103,1987：黎明到來的那一天,"['驚悚,歷史,劇情']",['Park Kyung-hye'],"黎明到來的那一天 驚悚,歷史,劇情 拷問 大學生 致死 1987 運動 全國 "
437108,仿聲靈,"['驚悚,恐怖']",['Yum Jung-ah'],"仿聲靈 驚悚,恐怖 熙璉 女孩 婆婆 兒子 或許 洞穴 "
437109,惡女,"['動作,劇情']",['Ji Dae-han'],"惡女 動作,劇情 國家 飾演 情報院 淑熙 任務 培養成 "
437116,致命女角頭,"['犯罪,動作']",['Ji Eun-seo'],"致命女角頭 犯罪,動作 賢正 兒子 幫派 尚勳 大式 同個 "
437255,我要發達,['喜劇'],['Tommy Wong'],我要發達 喜劇 表舅 周創發 青梅竹馬 金香 結婚 家傳 
437375,窺鏡,"['驚悚,懸疑']",['Ernie Lively'],"窺鏡 驚悚,懸疑 旅館 僻壤 凱奇 獨立 製作 驚悚片 "
437410,檳榔血,['劇情'],"['Zhao Bingrui', 'Shen Shiyu']",檳榔血 劇情 小鎮 講述 發生 海邊 海洋館 黎齊 
437438,風景,['劇情'],['Poon Chan-Leung'],風景 劇情 重點 風景 一個 什麼 城市 代表 
437543,西遊記：女兒國,"['冒險,奇幻,動作']",['Aaron Kwok'],"西遊記女兒國 冒險,奇幻,動作 國王 唐僧 孫悟空 女兒 師徒 河神 "
437557,圍雞總動員,['喜劇'],['John Cena'],圍雞總動員 喜劇 他們 女兒 破處 合約 阻止 爆笑 
437583,狼人、魔鬼，有時愛情,"['恐怖,劇情,奇幻,愛情']",['Dieter Laser'],"狼人魔鬼有時愛情 恐怖,劇情,奇幻,愛情 靈魂 委靡 十九世紀 東歐 僻遠 教會 "
437586,90年代中期,"['喜劇,劇情']",['Liana Perlich'],"年代中期 喜劇,劇情 喬納希爾 編導 90 洛杉磯 成長 滑板 "
437619,冰菓,"['懸疑,劇情']",['Amane Okayama'],"冰菓 懸疑,劇情 古典部 33 年前 講述 威脅 折木奉 "
437620,重返17歲,"['喜劇,劇情,愛情']",['Sae Okazaki'],"重返歲 喜劇,劇情,愛情 新太 社會 之後 成為 沒有 夜明 "
437626,斯德哥爾摩,"['喜劇,犯罪']",['Anders Yates'],"斯德哥爾摩 喜劇,犯罪 產生 講述 人質 憐憫 不僅 拒絕 "
437739,老宅腥樂園,"['恐怖,喜劇']",['Delphine Baril'],"老宅腥樂園 恐怖,喜劇 學生 來到 比利時 偏遠 莊園 應該 "
437941,大劇院,['劇情'],['Pavel Belozerov'],大劇院 劇情 成為 演員 芭蕾舞 一個 年輕 夢想 
437962,52赫茲我愛你,['愛情'],['Suming Rupi'],赫茲我愛你 愛情 愛情 孤單 音樂 電影 勇氣 52 
438058,名偵探柯南：唐紅的戀歌,"['家庭,動作,冒險,動畫,犯罪,懸疑']",['Ryou Horikawa'],"名偵探柯南唐紅的戀歌 家庭,動作,冒險,動畫,犯罪,懸疑 皐月 發生 平次 冠軍 紅葉 百人 "
438070,時間上的家,"['奇幻,恐怖']",['Ok Taec-yeon'],"時間上的家 奇幻,恐怖 兒子 丈夫 時間 金允珍 飾演 主婦 "
438081,乘風破浪,"['劇情,喜劇']",['Chin Shih-Chieh'],"乘風破浪 劇情,喜劇 父親 阿浪 阿正 怪到 發生 2022 "
438145,黑色四七,"['劇情,西部']",['Sarah Greene'],"黑色四七 劇情,西部 費尼 英國 1847 饑荒 發生 兩年 "
438146,毒梟幻影,"['犯罪,劇情']",['Natalia Reyes'],"毒梟幻影 犯罪,劇情 拉帕 哥倫比亞 傳統 愛上 美艷 動人 "
438259,決戰最前線,"['劇情,戰爭']",['Robert Glenister'],"決戰最前線 劇情,戰爭 戰壕 士兵 改編 英國 劇作家 薛利夫 "
438339,東京夜空最深藍,['劇情'],['Sosuke Ikematsu'],東京夜空最深藍 劇情 沈重 影展 零工 枯寂 東京 護士 
438348,醫生敲愛錢,['喜劇'],['Christine Murillo'],醫生敲愛錢 喜劇 醫生 診所 神父 柯諾克 山莊 村莊 
438351,新娘與我,['愛情'],"['Chen Chen', 'Ko Hsiang-Ting']",新娘與我 愛情 敘述 傳播 設計 員方大維 林美雲 戀愛 
438373,假面天后,"['音樂,懸疑,劇情']",['Carolina Yuste'],"假面天后 音樂,懸疑,劇情 金曲 莉拉 復出 歐蕾 女兒 粉絲 "
438376,屠夫小姐,"['喜劇,劇情,愛情']",['Son Jong-hak'],"屠夫小姐 喜劇,劇情,愛情 電影 講述 熱血 員警 敏俊 社區 "
438424,錯上加錯,['喜劇'],['Jonny Mars'],錯上加錯 喜劇 李奧 完美 大事 笨賊 馬龍 總是 
438524,青空吶喊,['劇情'],['Mirai Shida'],青空吶喊 劇情 管樂隊 棒球隊 參加 小野 從小 一個 
438526,笑傲曇天,"['冒險,動作,劇情']",['Yuma Nakayama'],"笑傲曇天 冒險,動作,劇情 這些 作為 作亂 罪犯 故事 曇天 "
438551,蜜桃女孩,"['喜劇,劇情,愛情']",['Mizuki Yamamoto'],"蜜桃女孩 喜劇,劇情,愛情 沙繪 小桃 喜歡 總是 選擇 女生 "
438590,機器戰犬,"['冒險,家庭,科幻,動作']",['Ashley Gibson'],"機器戰犬 冒險,家庭,科幻,動作 機械 戰爭 邁爾斯 下落 夥伴 模式 "
438623,那才是我的世界,"['劇情,喜劇']",['Park Sang-hoon'],"那才是我的世界 劇情,喜劇 母親 一個 振泰 金趙夏 李秉憲 曾經 "
438631,沙丘,"['劇情,冒險,科幻,動作']",['Rebecca Ferguson'],"沙丘 劇情,冒險,科幻,動作 偉大 資源 人類 唯有 行星 保羅 "
438640,今天的吉良同學,"['劇情,愛情']",['Tamotsu Kanshuji'],"今天的吉良同學 劇情,愛情 尼諾 吉良 歡笑 淚水 交織 拒絕 "
438650,酷寒殺手,"['驚悚,犯罪,動作']",['Victor Zinck Jr.'],"酷寒殺手 驚悚,犯罪,動作 尼爾 兒子 黑道 頓時 復仇 幫派 "
438664,3月的獅子：後篇,['劇情'],['Kaya Kiyohara'],月的獅子後篇 劇情 沒有 將棋 一場 家人 意外 父母 
438674,高壓制裁,"['驚悚,犯罪,動作']",['Andrew Dunbar'],"高壓制裁 驚悚,犯罪,動作 吉布森 沃恩 勞瑞 飾演 發現 警探 "
438689,冰血殺機,"['犯罪,驚悚,愛情']",['Keanu Reeves'],"冰血殺機 犯罪,驚悚,愛情 西伯利亞 卡提 美國 鑽石 俄羅斯 他手 "
438736,異端邪降,"['奇幻,恐怖']",['Caleigh Le Grand'],"異端邪降 奇幻,恐怖 蝗蟲 女孩 邪教 乾涸 冥界 裸身 "
438740,太空救援,"['劇情,冒險,動作']",['Mariya Mironova'],"太空救援 劇情,冒險,動作 空間 外太空 禮炮 聯繫 工程師 航員 "
438798,叛獄無間,"['犯罪,動作']",['Han Suk-kyu'],"叛獄無間 犯罪,動作 益浩 監獄 犯罪 要角 警探 一步 "
438799,大君主行動,"['恐怖,戰爭,科幻']",['Nick Roeten'],"大君主行動 恐怖,戰爭,科幻 美國 傘兵 納粹 諾曼第 登陸 當天 "
438808,藥命人生,"['犯罪,劇情']",['Tyler Joseph Campbell'],"藥命人生 犯罪,劇情 17 政府 上個 80 年僅 14 "
438857,決戰食神,"['喜劇,劇情']",['Jim Chim'],"決戰食神 喜劇,劇情 一個 食神 挑戰 米其林 浪蕩 中國 "
438970,風飛鯊5：全球逆襲,"['動作,喜劇,科幻,電視電影,冒險']",['Masiela Lusha'],"風飛鯊全球逆襲 動作,喜劇,科幻,電視電影,冒險 風飛 芬恩 艾波 敘述 強大 並還 "
439015,瘦人,"['懸疑,恐怖,驚悚']",['Javier Botet'],"瘦人 懸疑,恐怖,驚悚 瘦長 鬼影 這一 影響 穿著 Something "
439063,愛拼才會贏,"['喜劇,音樂']","['Chan Chung-Yung', 'Cho Sheng-Li', 'Liu Chun']","愛拼才會贏 喜劇,音樂 有時 朱延平 執導 葉全真 葉啟田 廖峻 "
439079,鬼修女,"['恐怖,懸疑,驚悚']",['Emma Appleton'],"鬼修女 恐怖,懸疑,驚悚 修女 修道院 瓦拉克 一名 敘述 1952 "
439117,夏美的螢火蟲,['劇情'],['Asuka Kudo'],夏美的螢火蟲 劇情 夏美 地藏 法師 年輕 父親 森林 
439152,辣媽好孕到,['喜劇'],['Paul Jeanson'],辣媽好孕到 喜劇 法國 茱麗葉畢 諾許 選擇 天后 乖乖女 
439159,一九九五閏八月,"['歷史,劇情']",['Jean Wang'],"一九九五閏八月 歷史,劇情 沒有 便當 因為 同學 教堂 一九五五年 "
439420,心鎖,"['愛情,劇情']",['Jonathan Lee'],"心鎖 愛情,劇情 范林 夏丹琪 情慾 於是 江夢石 李宗盛 "
439466,白百合之戀,['劇情'],['Kaori Yamaguchi'],白百合之戀 劇情 老師 索求 白百合 之戀 講述 相當 
439594,變羊記,"['劇情,奇幻,驚悚']",['James Wen'],"變羊記 劇情,奇幻,驚悚 惡鬼 靈異 電影 靈感 來自 東晉 "
439758,消失,['劇情'],"['Jakob Oftebro', 'Elsie de Brauw', 'Rifka Lodeizen']",消失 劇情 母親 女兒 魯斯 相處 發生 遙遠 
440021,忌日快樂,"['恐怖,懸疑,喜劇']",['Blaine Kern III'],"忌日快樂 恐怖,懸疑,喜劇 劇情 講述 大學生 潔西卡 不斷 重複 "
440041,天下一大樂,['喜劇'],['Liu Chun'],天下一大樂 喜劇 豬哥亮 廖俊 這個 明牌 大樂 繁華 
440146,小男人週記3之吾家有喜,['喜劇'],['Lawrence Cheng'],小男人週記之吾家有喜 喜劇 小男人 梁寬 女兒 丹瑞 週記 Ann 
440161,淘金殺手,"['西部,劇情,冒險']",['Carol Kane'],"淘金殺手 西部,劇情,冒險 Sisters 斯特 兄弟 改編 派崔克 小說 "
440298,沒有煙硝的愛情,"['劇情,愛情,戰爭,音樂']",['Aloïse Sauvage'],"沒有煙硝的愛情 劇情,愛情,戰爭,音樂 波蘭 維克 他們 愛情 冷戰 祖拉 "
440374,神秘高峰會,"['劇情,驚悚']",['Claudia Cantero'],"神秘高峰會 劇情,驚悚 總統 國內 路線 競選 當選 沒有 "
440424,花嬌男孩扮裝秀,"['喜劇,劇情']",['Celia Weston'],"花嬌男孩扮裝秀 喜劇,劇情 扮裝 對抗 霸凌 男孩 遊戲 演員 "
440444,穿在乳頭上的洞,"['驚悚,恐怖,懸疑']",['Marin Ireland'],"穿在乳頭上的洞 驚悚,恐怖,懸疑 刺透 文壇 小說 乳頭 改編 豢養 "
440471,鋼鐵墳墓2,['動作'],['Jaime King'],鋼鐵墳墓 動作 監獄 逃脫 挑戰 好友 沒有 規律 
440472,活個精彩,"['喜劇,劇情']",['Mark Kochanowicz'],"活個精彩 喜劇,劇情 菲利浦 必須 看護 戴爾 忘年之交 人生 "
440597,奪命潘朵拉,"['恐怖,驚悚,奇幻']",['Daniela Barbosa'],"奪命潘朵拉 恐怖,驚悚,奇幻 克萊兒 願望 盒子 父親 霸凌 一個 "
440626,索比堡,"['戰爭,劇情']",['Maximilian Dirr'],"索比堡 戰爭,劇情 Alexander Pechersky 集中營 人員 根據 真實 "
440642,太空漫步,"['冒險,劇情,歷史,驚悚']",['Aleksandr Ilin'],"太空漫步 冒險,劇情,歷史,驚悚 阿列克謝 太空 準備 發射 飛船 之際 "
440762,白爛賤客2,['喜劇'],['Kenneth Kynt Bryan'],白爛賤客 喜劇 傑森 慕歐飾 芭樂 凱文 出發 好萊塢 
440809,大釣哥,['喜劇'],"['Yang Kuei-Mei', 'Lan Cheng-lung']",大釣哥 喜劇 釣哥 黑熊 吊膏 大釣哥 兒子 小龍 
440811,Beyond Live 1991 生命接觸演唱會,['音樂'],['Wong Ka-Kui'],生命接觸演唱會 音樂 演唱會 1991 Beyond 紅磡 體育館 舉行 
440822,張學友 Private Corner 迷你音樂會,['音樂'],['Jacky Cheung'],張學友迷你音樂會 音樂 張學友 2010 爵士樂 音樂會 綜藝 舉行 
440918,魔力女聲,"['音樂,劇情']",['Rebecca Hall'],"魔力女聲 音樂,劇情 選秀 英國 薇拉 夢想 Minghella 艾兒芬妮 "
441130,狼行者,"['動畫,家庭,冒險,奇幻']",['Eva Whittaker'],"狼行者 動畫,家庭,冒險,奇幻 女孩 部落 年輕 獵人 學徒 父親 "
441146,我是女生,['劇情'],"['Harry Gilby', 'Scot Williams', 'Karen Bryson']",我是女生 劇情 有個 翻天覆地 查理 足以 人生 秘密 
441168,A級優等生下海記,"['劇情,電視電影']",['Jessica Lu'],"級優等生下海記 劇情,電視電影 來源 真實 學生 Miriam Weeks 學費 "
441183,我的生命之光,"['科幻,劇情']",['Tommy Clarke'],"我的生命之光 科幻,劇情 講述 一場 滅亡 幾乎 於是 父親 "
441282,夜幕獵人,"['劇情,驚悚']",['Tom Anniko'],"夜幕獵人 劇情,驚悚 警探 私刑 自殺案 發現 有何 性侵犯 "
441384,海邊沒有派對,['喜劇'],['Snoop Dogg'],海邊沒有派對 喜劇 哈蒙 艾拉 酒池肉林 馬修麥康納 Matthew McConaughey 
441393,江湖兒女,"['犯罪,愛情,劇情']",['Zhao Tao'],"江湖兒女 犯罪,愛情,劇情 巧巧 開始 2001 模特兒 趙濤 計程車 "
441531,拆彈專家,"['動作,犯罪']",['Jai Day'],"拆彈專家 動作,犯罪 洪繼鵬 匪徒 炸彈 洪繼標 銀行 一輛車 "
441701,靈蝕,['恐怖'],['Iván Chavero'],靈蝕 恐怖 父親 弟妹 回魂 發生 1991 馬德里 
441875,廁所愛情故事,"['喜劇,劇情,愛情']",['Rajesh Sharma'],"廁所愛情故事 喜劇,劇情,愛情 廁所 夏夫 潔雅 沒有 改變 傳統 "
441889,隱藏的大明星,"['劇情,音樂']",['Shaan Mukherjee'],"隱藏的大明星 劇情,音樂 一個 印度 自唱 來自 巴羅達 14 "
442014,詐欺新世紀,['犯罪'],['Park Sung-yeon'],詐欺新世紀 犯罪 詐騙 集團 閔載 夥伴 任時完 王智媛 
442033,夢想之大：構建我們的世界,['紀錄'],['Jeff Bridges'],夢想之大構建我們的世界 紀錄 本片 人類 工程 智慧 奧斯卡 金像獎 
442056,精靈小王子,"['恐怖,喜劇,動畫,家庭,奇幻,冒險,科幻']",['Rasmus Hardiker'],"精靈小王子 恐怖,喜劇,動畫,家庭,奇幻,冒險,科幻 魯道夫 托尼 精靈 獵人 13 邪惡 "
442062,怪物遊戲2：妖獸讚,"['冒險,喜劇,奇幻,家庭,恐怖']",['Ken Jeong'],"怪物遊戲妖獸讚 冒險,喜劇,奇幻,家庭,恐怖 賴皮 桑尼 莎拉 山姆 生活 史汀 "
442064,瑪莉驕傲,"['驚悚,動作,犯罪']",['Rob Lévesque'],"瑪莉驕傲 驚悚,動作,犯罪 瑪莉 漢森 動作 驚悚片 飾演 組織 "
442065,鋼鐵勳章,"['戰爭,劇情']",['Byron Mann'],"鋼鐵勳章 戰爭,劇情 皮森 榮譽 勳章 伯格 飾演 最後 "
442094,反恐前哨戰,"['動作,驚悚,戰爭']",['Stephen Geoffreys'],"反恐前哨戰 動作,驚悚,戰爭 陰謀 一個 流浪漢 發現 針對 美國 "
442095,江湖悲劇,['喜劇'],['Bob Lam'],江湖悲劇 喜劇 龍山 古惑仔 金銀 老大 唱歌 一個 
442249,殺戮元年,"['動作,驚悚,恐怖']",['Kevin Carrigan'],"殺戮元年 動作,驚悚,恐怖 為了 降為 美國 開國 元勳 NFFA "
442405,加齊號的攻擊,"['動作,戰爭,驚悚']",['Rana Daggubati'],"加齊號的攻擊 動作,戰爭,驚悚 之間 緊張 INS 潛艇 印度 巴基斯坦 "
442842,愛情，最好是這獸,"['喜劇,劇情']",['Nanami Kawakami'],"愛情最好是這獸 喜劇,劇情 愛衣 收養 少年 講述 沙莉 各種 "
442845,非正義搜查,"['犯罪,動作,劇情']",['Oh Yeon-ah'],"非正義搜查 犯罪,動作,劇情 姜成陣 部長 家人 安全部 重案組 孫賢周 "
442947,殘酷的溫柔,"['劇情,懸疑']",['Vasilina Makovtseva'],"殘酷的溫柔 劇情,懸疑 監獄 丈夫 女子 離開 見到 包裹 "
442987,明天也有好吃的飯,"['愛情,劇情']",['Yuko Araki'],"明天也有好吃的飯 愛情,劇情 通過 根據 瀨尾 麻衣 戀愛 小說 "
443009,笑畫人生,"['劇情,喜劇']",['Kyle Dunnigan'],"笑畫人生 劇情,喜劇 約翰 安努 瓦昆菲尼克斯 熱愛 低級 笑話 "
443109,大洪水：毀天滅地,"['動作,科幻']",['Arthur Roberts'],"大洪水毀天滅地 動作,科幻 科學家 即將 洪水 發現 淹沒 對於 "
443189,父親與伊藤先生,"['劇情,喜劇']",['Tatsuya Fuji'],"父親與伊藤先生 劇情,喜劇 阿彩 開始 打工 日常 書店 20 "
443214,八千里路雲和月,['劇情'],"['Zheng Gao', 'Yang Bai']",八千里路雲和月 劇情 玲玉 抗戰 不顧 演劇 高禮彬 周家 
443463,荒野之心,['劇情'],['Thomasin McKenzie'],荒野之心 劇情 回歸 佛斯特 女兒 創傷 文明 劇情 
443587,中二也無妨,"['動作,劇情,喜劇']",['Jang Seo-hee'],"中二也無妨 動作,劇情,喜劇 夢想 中二 音樂 吳韓哲 成為 韓國 "
443638,盧冠廷 2050 演唱會,['音樂'],['Lowell Lo'],盧冠廷演唱會 音樂 盧冠廷 電影 最愛 翻唱 18 16 
443659,模仿女孩,"['劇情,科幻']",['Martin Pfefferkorn'],"模仿女孩 劇情,科幻 謎樣 出現 這個 身體 展開 同時 "
443686,功夫機器俠,"['科幻,動作']","['Darren Grosvenor', 'Tiger Hu Chen', 'Wang Zhi']","功夫機器俠 科幻,動作 機器 將軍 功夫 講述 未來 人類 "
443791,深海終劫站,"['動作,驚悚,科幻,恐怖']",['Kristen Stewart'],"深海終劫站 動作,驚悚,科幻,恐怖 他們 海底 一場 毀滅性 駐紮 人員 "
443820,黑金丑島君3：枷鎖篇,"['劇情,喜劇']",['Kenta Hamano'],"黑金丑島君枷鎖篇 劇情,喜劇 夢想 丑島君 山田 高利貸 Cow 丑島 "
443827,學與友93演唱會,['音樂'],['Jacky Cheung'],學與友演唱會 音樂 經典 學友 張學友 當年 歌聲 學者 
443830,95友學友情緣十載台北演唱會,['音樂'],['Jacky Cheung'],友學友情緣十載台北演唱會 音樂 演唱會 巡迴 學友 95 舉行 CD 
443833,95友學友演唱會,['音樂'],['Jacky Cheung'],友學友演唱會 音樂 演唱會 巡迴 學友 95 舉行 CD 
443834,愛與交響曲,['音樂'],['Jacky Cheung'],愛與交響曲 音樂 唱片 音樂 現場 錄音 香港 杜比 
443840,友個人99演唱會,['音樂'],['Jacky Cheung'],友個人演唱會 音樂 樂隊 張學友 舞臺 觀眾 表演 歌手 
443842,張學友903拉闊演唱會,['音樂'],['Jacky Cheung'],張學友拉闊演唱會 音樂 903 拉闊 學友 演出 這場 張學友 
443846,張學友音樂之旅演唱會,['音樂'],['Jacky Cheung'],張學友音樂之旅演唱會 音樂 張學友 2002 巡迴 演唱會 音樂 2003 
444090,炭火仔：勇戰巨魔王,"['冒險,奇幻']",['Eili Harboe'],"炭火仔勇戰巨魔王 冒險,奇幻 艾斯 為了 國王 賞賜 農場 破壞 "
444101,路易路卡月球出任務,"['家庭,冒險,動畫']",['Steinar Sagen'],"路易路卡月球出任務 家庭,冒險,動畫 登月 國家 月球 太空船 插下 人類 "
444134,極樂宿舍,"['愛情,喜劇']",['Fion Hong'],"極樂宿舍 愛情,喜劇 宿舍 極樂 男生 拆除 校方 行為不檢 "
444143,有特點的電影,"['愛情,劇情,喜劇']",['Kim Yeon-soo'],"有特點的電影 愛情,劇情,喜劇 現在 倦怠期 克服 美華 為了 離開 "
444149,養鬼吃人10：審判,['恐怖'],['Jeff Fenter'],養鬼吃人審判 恐怖 警探 講述 調查 謀殺案 釘子 ... 
444191,合約男女,"['劇情,喜劇,愛情']",['Feng Wenjuan'],"合約男女 劇情,喜劇,愛情 肖博 保險 CEO 葉瑾 鄭秀文 眾人 "
444218,絕殺慕尼黑,['劇情'],['John Savage'],絕殺慕尼黑 劇情 籃球 蘇聯 美國隊 比賽 歷史 傳奇 
444228,死小孩,"['恐怖,懸疑,驚悚']",['Aoba Kawai'],"死小孩 恐怖,懸疑,驚悚 飾演 發生 離奇 謠言 人們 尚美 "
444341,摸魚去,"['音樂,動畫,喜劇']","['Dwayne Johnson', ""Auli'i Cravalho""]","摸魚去 音樂,動畫,喜劇 他們 釣魚 一個 兩人 這一 一場 "
444395,天使追殺令,['科幻'],['Merab Ninidze'],天使追殺令 科幻 阿利安 史登 醫生 超能力 邊境 射殺 
444397,小鬼作家養成班,"['驚悚,劇情,懸疑']",['François Cottrelle'],"小鬼作家養成班 驚悚,劇情,懸疑 安東 工作坊 影展 奧莉維亞 寫作 黃金 "
444428,光,"['愛情,劇情']",['Chihiro Otsuka'],"光 愛情,劇情 美佐子 電影 雅哉 人生 名為 視障 "
444431,今天跳舞不打仗,['劇情'],['Gefen Barkai'],今天跳舞不打仗 劇情 麥可 綠色 邊境 兒子 面對 驚喜 
444539,街角的書店,['劇情'],['Hunter Tremayne'],街角的書店 劇情 英國 書店 小鎮 文學 蘿倫 夢想 
444608,獵殺艾瑪,"['動作,驚悚']",['Tertius Meintjes'],"獵殺艾瑪 動作,驚悚 艾瑪 卡魯 他們 學校 教書 主義 "
444688,見性,['劇情'],['Steven Klein'],見性 劇情 無法 劇作家 自從 藥物 過量 脫離 
444973,骨妹,"['劇情,愛情']",['Stephanie Che'],"骨妹 劇情,愛情 澳門 靈靈 90 詩詩 19 18 "
445030,NO GAME NO LIFE 劇場版：遊戲人生 ZERO,"['劇情,動畫,動作']",['Kazuyuki Okitsu'],"劇場版遊戲人生 劇情,動畫,動作 一個 特圖 伊綱 率領 六千多 里克 "
445040,我朋友是丹墨,"['劇情,歷史']",['Adam Kroloff'],"我朋友是丹墨 劇情,歷史 本片 昭著 故事 講述 20 世紀 "
445179,原以為命中注定的戀愛不會降臨,['愛情'],['Megumi Saito'],原以為命中注定的戀愛不會降臨 愛情 年輕 戀愛 遊戲 設計師 過得 一竅不通 
445224,非凡任务,"['動作,犯罪,驚悚']",['David Wang'],"非凡任务 動作,犯罪,驚悚 李建國 老鷹 林凱 販毒 集團 臥底 "
445475,劇場版 黃金拼圖 Pretty Days,"['動畫,喜劇']",['Satomi Sato'],"劇場版黃金拼圖 動畫,喜劇 愛麗絲 英國 陽子 學園 樣子 班級 "
445571,遊戲夜殺必死,"['犯罪,喜劇,懸疑']",['Lamorne Morris'],"遊戲夜殺必死 犯罪,喜劇,懸疑 遊戲 布魯克 他們 麥斯 一場 發現 "
445588,慾望反方向,"['劇情,愛情']","['Yoon Se-na', 'Ahn So-hee']","慾望反方向 劇情,愛情 雖然 夫妻 家人 妻子 愛我 結婚 "
445629,我和我的摔角家庭,['喜劇'],['John Cena'],我和我的摔角家庭 喜劇 佩姬 一個 摔角 他們 WWE 必須 
445651,闇黑之心,"['冒險,科幻,動作,劇情,愛情,驚悚']",['Gwendoline Christie'],"闇黑之心 冒險,科幻,動作,劇情,愛情,驚悚 他們 超能力 青少年 能力 一群 早已 "
445867,大海怪,"['電視電影,恐怖,驚悚,科幻']",['Chuck Zito'],"大海怪 電視電影,恐怖,驚悚,科幻 他們 露易 調查 不斷 博士 擁有 "
445874,我的殭屍叔叔,"['恐怖,喜劇']",['Felissa Rose'],"我的殭屍叔叔 恐怖,喜劇 殭屍 姪子 姪女 起來 爆紅 發現 "
445954,復仇行動,"['驚悚,動作,劇情']",['Paz Vega'],"復仇行動 驚悚,動作,劇情 講述 律師 弗蘭 瓦萊 斯飾 殺害 "
446021,壞事大飯店,"['懸疑,驚悚,劇情,犯罪']",['Hannah Zirke'],"壞事大飯店 懸疑,驚悚,劇情,犯罪 他們 隱藏 著不為 人知 不約而同 齊聚 "
446101,暗殺國度,"['驚悚,恐怖']",['Cullen Moss'],"暗殺國度 驚悚,恐怖 小鎮 糟糕 塞勒姆 私信 設定 馬薩 "
446130,放牛班的提琴手,"['劇情,喜劇']",['Kad Merad'],"放牛班的提琴手 劇情,喜劇 西蒙 小提琴 教師 音樂 帶領 阿諾 "
446159,殺戮荒村,"['懸疑,驚悚,西部']",['Udo Kier'],"殺戮荒村 懸疑,驚悚,西部 村子 將來 一個 名為 巴庫勞 忙著 "
446164,散步的侵略者,"['劇情,驚悚,科幻']",['Ryuhei Matsuda'],"散步的侵略者 劇情,驚悚,科幻 外星人 丈夫 妻子 加瀨 越來越 侵略 "
446216,未來玩具,"['家庭,科幻']",['Kristin Hensley'],"未來玩具 家庭,科幻 自未来 无意间 男生 意想不到 卷入 玩具 "
446354,郵報：密戰,"['歷史,劇情']",['James Riordan'],"郵報密戰 歷史,劇情 他們 金獎 梅莉史翠普 湯姆漢克斯 郵報 美國 "
446533,我爱的是你爱我,"['愛情,劇情']",['Chengyuan Li'],"我爱的是你爱我 愛情,劇情 亞鵬 分手 小樂 梁蕾 感情 成熟 "
446696,生命中的美好意外,"['劇情,愛情']",['Olivia Cooke'],"生命中的美好意外 劇情,愛情 生命 他們 意外 故事 沒有 偉大 "
446791,金錢世界,"['劇情,歷史,懸疑,犯罪,驚悚']",['Charlie Plummer'],"金錢世界 劇情,歷史,懸疑,犯罪,驚悚 蓋提 保羅 贖金 黑金 家族 三世 "
